"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 28 12:27:40 GMT 2023","Tue Nov 28 12:27:41 GMT 2023","1348","","bookstore.automation.api.tests.DeleteAccountTest","","bookstore.automation.api.tests.DeleteAccountTest","deletNonExistentUser","Delet non-existent user return code - 1207",""
"passed","Tue Nov 28 12:27:42 GMT 2023","Tue Nov 28 12:27:43 GMT 2023","300","","bookstore.automation.api.tests.RegisterTest","","bookstore.automation.api.tests.RegisterTest","createAnAccountWithBlankUsernameAndPassword","Create an account with blank username and password return - 400",""
"passed","Tue Nov 28 12:27:45 GMT 2023","Tue Nov 28 12:27:45 GMT 2023","684","","bookstore.automation.api.tests.LoginTest","","bookstore.automation.api.tests.LoginTest","loginSuccessfully","Login successfully return - 200",""
"passed","Tue Nov 28 12:27:43 GMT 2023","Tue Nov 28 12:27:43 GMT 2023","323","","bookstore.automation.api.tests.RegisterTest","","bookstore.automation.api.tests.RegisterTest","createAnAccountWithBlankPassword","Create an account with blank password return - 400",""
"passed","Tue Nov 28 12:27:44 GMT 2023","Tue Nov 28 12:27:45 GMT 2023","542","","bookstore.automation.api.tests.LoginTest","","bookstore.automation.api.tests.LoginTest","loginWithInvalidPassword","Login with invalid password return - 400",""
"passed","Tue Nov 28 12:27:43 GMT 2023","Tue Nov 28 12:27:43 GMT 2023","292","","bookstore.automation.api.tests.RegisterTest","","bookstore.automation.api.tests.RegisterTest","createAnAccountWithAPasswordThatDoesNotContainSpecialCharacters","Create an account with a password that does not contain special characters return - 400",""
"passed","Tue Nov 28 12:27:43 GMT 2023","Tue Nov 28 12:27:44 GMT 2023","344","","bookstore.automation.api.tests.BooksTest","","bookstore.automation.api.tests.BooksTest","accessAListOfAvailableBooks","Access a list of available books return - 200",""
"passed","Tue Nov 28 12:27:41 GMT 2023","Tue Nov 28 12:27:42 GMT 2023","491","","bookstore.automation.api.tests.RegisterTest","","bookstore.automation.api.tests.RegisterTest","newAccountRegistration","Registration of a new account return - 201",""
"passed","Tue Nov 28 12:27:42 GMT 2023","Tue Nov 28 12:27:42 GMT 2023","280","","bookstore.automation.api.tests.RegisterTest","","bookstore.automation.api.tests.RegisterTest","createAnAccountWithBlankUserName","Create an account with blank userName return - 400",""
"passed","Tue Nov 28 12:27:44 GMT 2023","Tue Nov 28 12:27:44 GMT 2023","634","","bookstore.automation.api.tests.LoginTest","","bookstore.automation.api.tests.LoginTest","loginWithInvalidUsernameAndPassword","Login with invalid username and password  return - 400",""
"passed","Tue Nov 28 12:27:42 GMT 2023","Tue Nov 28 12:27:42 GMT 2023","418","","bookstore.automation.api.tests.RegisterTest","","bookstore.automation.api.tests.RegisterTest","createAnAccountWithTheSameDataAsAnExistingAccount","Create an account with the same data as an existing account return - 400",""
"passed","Tue Nov 28 12:27:45 GMT 2023","Tue Nov 28 12:27:46 GMT 2023","604","","bookstore.automation.api.tests.LoginTest","","bookstore.automation.api.tests.LoginTest","loginWithInvalidUsername","Login with invalid username return - 400",""
"passed","Tue Nov 28 12:27:35 GMT 2023","Tue Nov 28 12:27:40 GMT 2023","4793","","bookstore.automation.api.tests.DeleteAccountTest","","bookstore.automation.api.tests.DeleteAccountTest","deleteAccount","Delete account return - 204",""
