"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 23 12:24:46 GMT 2024","Fri Feb 23 12:24:47 GMT 2024","733","","bookstore.automation.api.tests.LoginTest","","bookstore.automation.api.tests.LoginTest","loginSuccessfully","Login successfully return - 200",""
"passed","Fri Feb 23 12:24:48 GMT 2024","Fri Feb 23 12:24:48 GMT 2024","505","","bookstore.automation.api.tests.RegisterTest","","bookstore.automation.api.tests.RegisterTest","createAnAccountWithTheSameDataAsAnExistingAccount","Create an account with the same data as an existing account return - 400",""
"passed","Fri Feb 23 12:24:45 GMT 2024","Fri Feb 23 12:24:46 GMT 2024","679","","bookstore.automation.api.tests.LoginTest","","bookstore.automation.api.tests.LoginTest","loginWithInvalidPassword","Login with invalid password return - 400",""
"passed","Fri Feb 23 12:24:50 GMT 2024","Fri Feb 23 12:24:51 GMT 2024","1512","","bookstore.automation.api.tests.DeleteAccountTest","","bookstore.automation.api.tests.DeleteAccountTest","deleteAccount","Delete account return - 204",""
"passed","Fri Feb 23 12:24:50 GMT 2024","Fri Feb 23 12:24:50 GMT 2024","351","","bookstore.automation.api.tests.BooksTest","","bookstore.automation.api.tests.BooksTest","accessAListOfAvailableBooks","Access a list of available books return - 200",""
"passed","Fri Feb 23 12:24:49 GMT 2024","Fri Feb 23 12:24:49 GMT 2024","350","","bookstore.automation.api.tests.RegisterTest","","bookstore.automation.api.tests.RegisterTest","createAnAccountWithBlankUsernameAndPassword","Create an account with blank username and password return - 400",""
"passed","Fri Feb 23 12:24:49 GMT 2024","Fri Feb 23 12:24:49 GMT 2024","299","","bookstore.automation.api.tests.RegisterTest","","bookstore.automation.api.tests.RegisterTest","createAnAccountWithBlankPassword","Create an account with blank password return - 400",""
"passed","Fri Feb 23 12:24:51 GMT 2024","Fri Feb 23 12:24:53 GMT 2024","1502","","bookstore.automation.api.tests.DeleteAccountTest","","bookstore.automation.api.tests.DeleteAccountTest","deletNonExistentUser","Delet non-existent user return code - 1207",""
"passed","Fri Feb 23 12:24:49 GMT 2024","Fri Feb 23 12:24:50 GMT 2024","270","","bookstore.automation.api.tests.RegisterTest","","bookstore.automation.api.tests.RegisterTest","createAnAccountWithAPasswordThatDoesNotContainSpecialCharacters","Create an account with a password that does not contain special characters return - 400",""
"passed","Fri Feb 23 12:24:47 GMT 2024","Fri Feb 23 12:24:47 GMT 2024","609","","bookstore.automation.api.tests.LoginTest","","bookstore.automation.api.tests.LoginTest","loginWithInvalidUsername","Login with invalid username return - 400",""
"passed","Fri Feb 23 12:24:48 GMT 2024","Fri Feb 23 12:24:49 GMT 2024","276","","bookstore.automation.api.tests.RegisterTest","","bookstore.automation.api.tests.RegisterTest","createAnAccountWithBlankUserName","Create an account with blank userName return - 400",""
"passed","Fri Feb 23 12:24:47 GMT 2024","Fri Feb 23 12:24:48 GMT 2024","493","","bookstore.automation.api.tests.RegisterTest","","bookstore.automation.api.tests.RegisterTest","newAccountRegistration","Registration of a new account return - 201",""
"passed","Fri Feb 23 12:24:42 GMT 2024","Fri Feb 23 12:24:45 GMT 2024","3542","","bookstore.automation.api.tests.LoginTest","","bookstore.automation.api.tests.LoginTest","loginWithInvalidUsernameAndPassword","Login with invalid username and password  return - 400",""
